Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Running_Hours,Vibration_RMS_mm_s,Status,Label,Reason
66.77,94.25,3.08,0.286,1832.3,5.62,Warning,1,Multiple parameters in warning range
73.62,73.44,3.15,0.198,2298.7,4.52,Critical,2,Motor current critical (>70A)
52.66,63.69,3.11,0.152,69.6,3.25,Normal,0,None
55.82,71.86,2.86,0.042,349.5,6.57,Warning,1,Vibration in warning range (4-7 mm/s)
67.98,86.33,3.04,0.037,344.7,1.86,Warning,1,Motor current in warning range (60-70A)
25.56,83.07,2.97,0.152,1680,5.34,Warning,1,Vibration in warning range (4-7 mm/s)
47.46,65.64,2.85,0.144,1522.1,2.35,Normal,0,None
70.59,62.87,3.38,0.094,1838.8,1.41,Critical,2,Motor current critical (>70A)
47.2,100.33,2.67,0.557,2696.5,0.55,Critical,2,Filter choking (High temperature + High ΔP)
64.55,77.77,2.35,0.089,816.9,2.82,Critical,2,Air leak/Airend wear (High current + Low pressure)
63.89,84.41,2.93,0.132,1074.9,3.8,Warning,1,Motor current in warning range (60-70A)
44.25,82.06,3.18,0.221,2423.4,3.55,Warning,1,Service interval warning (2000-3000 hrs)
68.77,100.97,3.28,0.057,2133,8.66,Critical,2,Bearing/Alignment issue (High current + High vibration)
31.43,76.17,3.02,0.18,2479.5,4.56,Warning,1,Service interval warning (2000-3000 hrs)
51.89,69.83,3.01,0.144,1870.6,0.26,Normal,0,None
67.58,64.1,2.83,0.163,1676.5,2.38,Warning,1,Motor current in warning range (60-70A)
60.58,85.52,2.52,0.357,2325.7,3.15,Warning,1,Multiple parameters in warning range
38.98,81.12,3.06,0.031,389.8,6.8,Warning,1,Vibration in warning range (4-7 mm/s)
71.26,74.99,2.98,0,1631.3,3.22,Critical,2,Motor current critical (>70A)
54.56,93.86,2.87,0.24,1324.5,3.94,Warning,1,Oil temperature in warning range (90-105°C)
27.04,70.71,3.62,0.493,639.9,6.15,Critical,2,Line pressure critically high (>3.6 bar)
44.91,82.58,3.17,0.292,2987.3,2.46,Warning,1,Service interval warning (2000-3000 hrs)
62.99,86.54,3.18,0.104,1018.5,0.31,Warning,1,Motor current in warning range (60-70A)
30.68,99.51,3.18,0.27,1023.9,3.34,Warning,1,Oil temperature in warning range (90-105°C)
68.02,85.95,2.87,0.245,1994.1,5.67,Warning,1,Multiple parameters in warning range
38.31,84.2,2.91,0.251,2947.7,2.28,Warning,1,Service interval warning (2000-3000 hrs)
29.35,70.14,2.88,0,1695.2,3.32,Normal,0,None
55.79,84.76,2.64,0,554.4,1.66,Warning,1,Line pressure low warning (2.4-2.8 bar)
41.37,75.03,2.99,0.054,1463.9,4.74,Warning,1,Vibration in warning range (4-7 mm/s)
24.84,103.07,3.1,0.231,293.9,1.26,Warning,1,Oil temperature in warning range (90-105°C)
64.54,64.66,3.01,0.04,170,1.61,Warning,1,Motor current in warning range (60-70A)
46.5,62.85,3.13,0.131,1539,0.08,Normal,0,None
40.68,59.59,2.96,0.154,1591.4,2.85,Normal,0,None
43.8,74.09,2.88,0.009,929.7,3.83,Normal,0,None
31.64,73.53,2.91,0.021,1591.6,6.56,Warning,1,Vibration in warning range (4-7 mm/s)
34.44,70.29,2.89,0.065,1480.6,1.2,Normal,0,None
36.16,80.68,2.64,0.089,1459.7,4.03,Warning,1,Line pressure low warning (2.4-2.8 bar)
64.43,81.39,3.17,0.065,1342.4,3.4,Warning,1,Motor current in warning range (60-70A)
68.67,95.83,3.38,0.257,1837.4,3.14,Warning,1,Multiple parameters in warning range
41.11,69.16,3,0.16,750,0.2,Normal,0,None
59.1,93.3,2.89,0.196,1714.8,6.06,Warning,1,Multiple parameters in warning range
30.77,102.36,3.18,0.263,1847.4,3.55,Warning,1,Oil temperature in warning range (90-105°C)
42.88,85.07,3.05,0.119,2423.6,3.23,Warning,1,Service interval warning (2000-3000 hrs)
54.4,59.74,3.13,0.073,1884.5,2.06,Normal,0,None
58.42,65.81,2.97,0.282,152.8,0.24,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
32.18,68.23,2.88,0.011,1870,3.2,Normal,0,None
51.73,87.7,3.14,0.199,562.9,3.61,Normal,0,None
37.22,105.73,3.36,0.63,59.6,3.28,Critical,2,Filter choking (High temperature + High ΔP)
73.56,69.86,2.67,0.327,1305.9,1.57,Critical,2,Motor current critical (>70A)
71.14,87.04,3.66,0.249,1676,5.06,Critical,2,Line pressure critically high (>3.6 bar)
31.11,95.55,3.21,0.121,811.9,7.1,Critical,2,Vibration critical (>7 mm/s)
40.09,73.05,2.9,0.094,1439.7,2.29,Normal,0,None
58.22,84.68,3.27,0.127,296.6,3.13,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.43,84.46,3.06,0.128,351.3,2.81,Normal,0,None
58.92,87.48,2.96,0.083,551.6,2.91,Normal,0,None
25.82,84.42,2.82,0.731,2777.9,0.89,Critical,2,Filter choked (ΔP >0.5 bar)
31.44,70.59,3.08,0.12,1178.5,5.27,Warning,1,Vibration in warning range (4-7 mm/s)
71.32,91.38,3.64,0.264,1706.3,4.92,Critical,2,Line pressure critically high (>3.6 bar)
35.67,81.1,2.92,0.131,1399.2,0.9,Normal,0,None
50.07,76.63,3.11,0.119,659.8,0.42,Normal,0,None
40.26,85.65,3.11,0.373,1655.3,0.78,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
50.56,110.46,2.92,0.283,2861.2,6.32,Critical,2,Oil temperature critical (>105°C)
69.08,81.96,3.09,0.087,574.8,0.41,Warning,1,Motor current in warning range (60-70A)
55.96,79.94,2.95,0.417,1198,0.96,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
7.68,67.28,2.67,0.083,435,2.07,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
34.28,91.32,2.99,0.221,431.5,1.77,Warning,1,Oil temperature in warning range (90-105°C)
53.22,70.1,2.91,0.026,738.6,1.79,Normal,0,None
36.79,89.31,3.06,0.033,228.6,0.21,Normal,0,None
55.83,76.31,2.94,0.125,2936.7,3.14,Warning,1,Service interval warning (2000-3000 hrs)
56.8,86.59,2.9,0.161,861.3,0.56,Normal,0,None
26.56,65.96,2.58,0.047,958.4,3.93,Warning,1,Line pressure low warning (2.4-2.8 bar)
49.92,60.08,2.89,0.144,1712.9,6.92,Warning,1,Vibration in warning range (4-7 mm/s)
59.1,67.66,3.28,0.399,952.1,7.67,Critical,2,Vibration critical (>7 mm/s)
55.34,62.77,3.16,0.113,411.1,0.13,Normal,0,None
31.86,71.53,2.84,0.218,2213.7,3.81,Warning,1,Service interval warning (2000-3000 hrs)
55.54,64.71,2.97,0.086,938.8,3.18,Normal,0,None
41.89,85.8,3.22,0.078,488.7,0.92,Warning,1,Line pressure high warning (3.2-3.6 bar)
44.99,63.12,3.04,0.079,864.8,0.27,Normal,0,None
56.16,71.48,2.82,0.065,1475.7,3.48,Normal,0,None
28.58,61.02,2.97,0.161,184.5,3.21,Normal,0,None
27.43,80.07,3.02,0.108,600.4,3.73,Normal,0,None
49.59,63.81,3.41,0.049,1277.4,2.67,Warning,1,Line pressure high warning (3.2-3.6 bar)
47.73,64.88,2.69,0.013,1110.1,0.53,Warning,1,Line pressure low warning (2.4-2.8 bar)
56.89,66.58,3.45,0.54,4400.6,7.6,Critical,2,Service critical (>3000 hrs) - Service required
60.14,61.83,3.04,0.071,569.5,2.74,Normal,0,None
55.5,88.31,3.1,0.003,764.4,0.15,Normal,0,None
28.84,90.49,2.9,0.045,746.4,1.06,Normal,0,None
60.45,60.65,2.95,0.139,194.7,3.46,Warning,1,Motor current in warning range (60-70A)
52.29,99.28,2.81,0.285,577.5,1.68,Warning,1,Oil temperature in warning range (90-105°C)
63.02,95.74,3.33,0.341,2189.3,5.87,Warning,1,Multiple parameters in warning range
63.75,89.33,3.12,0.151,1702.1,2.66,Warning,1,Motor current in warning range (60-70A)
70.07,90.63,2.91,0.245,907,4.5,Critical,2,Motor current critical (>70A)
45.18,72.55,2.91,0.002,1043.8,0,Normal,0,None
38.9,73.69,3.23,0.064,1378.6,1.38,Warning,1,Line pressure high warning (3.2-3.6 bar)
39.17,63.11,3.12,0.181,584.7,0.13,Normal,0,None
63.05,61.13,3.07,0.095,82,0.48,Warning,1,Motor current in warning range (60-70A)
59.2,82.37,2.92,0.487,1623.3,0.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
25.49,97.95,2.84,0.276,978.4,0.38,Warning,1,Oil temperature in warning range (90-105°C)
45.37,102.88,3.03,0.179,1257.5,2.26,Warning,1,Oil temperature in warning range (90-105°C)
29.13,86.95,3.2,0.136,1918.9,5.54,Warning,1,Vibration in warning range (4-7 mm/s)
61.6,91.44,3.35,0.295,1963.8,4.24,Warning,1,Multiple parameters in warning range
45.47,84.8,2.56,0.058,1507.2,0.79,Warning,1,Line pressure low warning (2.4-2.8 bar)
55.62,70.48,2.94,0.109,317.9,2,Normal,0,None
54.7,80.52,3.2,0.044,779,2.49,Normal,0,None
55.67,97.78,2.89,0.292,1805.3,3.35,Warning,1,Oil temperature in warning range (90-105°C)
43.01,74.21,3.04,0.097,1952.7,1.5,Normal,0,None
32.48,71.07,3.17,0.176,1248.8,2.33,Normal,0,None
65.47,63.7,2.85,0.07,429.4,0.6,Warning,1,Motor current in warning range (60-70A)
33.33,103.2,2.85,0.627,1795.5,2.48,Critical,2,Filter choking (High temperature + High ΔP)
50.82,109.95,2.87,0.433,1531.7,2.79,Critical,2,Oil temperature critical (>105°C)
56.86,88.93,2.87,0.289,2153.6,4.97,Warning,1,Service interval warning (2000-3000 hrs)
55.27,77.98,3.07,0.122,2467.7,3.76,Warning,1,Service interval warning (2000-3000 hrs)
35.73,103.62,3.3,0.747,626.5,6.71,Critical,2,Filter choking (High temperature + High ΔP)
57.96,77.52,3.22,0.108,1934.1,2.06,Warning,1,Line pressure high warning (3.2-3.6 bar)
38.22,66.92,2.84,0.144,1497.3,1.72,Normal,0,None
31.53,95.58,2.86,0.184,1544.8,2.92,Warning,1,Oil temperature in warning range (90-105°C)
26.27,68.79,2.89,0.207,886.5,0.73,Normal,0,None
43.53,59.43,3.01,0.001,1414.9,0.49,Normal,0,None
54.02,70.53,2.94,0.144,375.5,1.59,Normal,0,None
50.78,65.17,3.61,0.064,1595.5,3.25,Warning,1,Line pressure high warning (3.2-3.6 bar)
37.19,66.59,2.86,0.174,1901.7,1.2,Normal,0,None
62.47,85.53,2.8,0.361,2247.2,3.66,Warning,1,Multiple parameters in warning range
56.83,87.6,2.68,0.263,2375.8,5.12,Warning,1,Multiple parameters in warning range
42.49,81.02,2.93,0.259,1656.7,1.05,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
55.39,66.83,2.98,0.031,1295.2,6.29,Warning,1,Vibration in warning range (4-7 mm/s)
25.87,75.74,2.9,0.055,1569.8,5.83,Warning,1,Vibration in warning range (4-7 mm/s)
58.91,68.69,2.88,0.058,677.3,1.32,Normal,0,None
49.22,86.62,3.58,0.183,1016.8,2.03,Warning,1,Line pressure high warning (3.2-3.6 bar)
27.21,73.24,3.03,0.2,2792,3.65,Warning,1,Service interval warning (2000-3000 hrs)
61.44,86.9,3.18,0.106,313.4,2,Warning,1,Motor current in warning range (60-70A)
37.38,74.62,2.74,0.2,1629.2,1.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
54.34,100.89,2.92,0.276,1538.9,1.72,Warning,1,Oil temperature in warning range (90-105°C)
26.32,78.03,2.84,0.136,1940.5,3.99,Normal,0,None
47.01,101.17,2.8,0.199,1440.7,0.21,Warning,1,Oil temperature in warning range (90-105°C)
43.03,69.44,3.04,0.143,899,6.31,Warning,1,Vibration in warning range (4-7 mm/s)
63.35,92.82,2.58,0.371,2387.8,4.02,Warning,1,Multiple parameters in warning range
71.94,84.33,3.24,0.39,1065.4,5.63,Critical,2,Motor current critical (>70A)
39.37,70.84,3.09,0.201,1210.7,2.44,Normal,0,None
54.45,74.09,3.11,0.145,1832.3,5.66,Warning,1,Vibration in warning range (4-7 mm/s)
49.33,77.23,3.18,0.162,1362.1,2.58,Normal,0,None
58.13,76.69,2.83,0.268,2145,3.59,Warning,1,Service interval warning (2000-3000 hrs)
39.96,68.09,2.54,0.179,702.2,4.06,Warning,1,Line pressure low warning (2.4-2.8 bar)
31.32,98.01,2.72,0.322,3664.9,7.75,Critical,2,Service critical (>3000 hrs) - Service required
48.93,98.31,2.84,0.251,1847.3,0.89,Warning,1,Oil temperature in warning range (90-105°C)
39.41,66.96,2.89,0.197,960.2,0.82,Normal,0,None
35.08,63.92,2.89,0.113,1417.4,4.94,Warning,1,Vibration in warning range (4-7 mm/s)
39.21,78.06,3.36,0.193,1119.3,1.74,Warning,1,Line pressure high warning (3.2-3.6 bar)
64.13,66.26,2.9,0.032,795.8,2.69,Warning,1,Motor current in warning range (60-70A)
51.48,74.88,2.88,0.069,1415.7,5.53,Warning,1,Vibration in warning range (4-7 mm/s)
3.02,67.1,2.36,0.283,873.1,0.56,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
64.11,104.95,3.1,0.126,1876.3,5.93,Warning,1,Multiple parameters in warning range
57.29,61.41,2.2,0.488,100.2,7.1,Critical,2,Line pressure critically low (<2.4 bar)
31.85,88.53,3.02,0.119,1518.5,1.94,Normal,0,None
47.73,60.35,2.92,0.093,562.2,1.89,Normal,0,None
53.96,73,2.95,0.139,1447.9,1.16,Normal,0,None
26.54,82.14,3.21,0.28,2502.8,2.46,Warning,1,Service interval warning (2000-3000 hrs)
27.63,83.52,2.97,0.373,1510.8,1.96,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
33.02,84.62,2.08,0.225,1086.8,0.1,Critical,2,Line pressure critically low (<2.4 bar)
26.67,63.84,3.04,0.053,1531.2,2.24,Normal,0,None
37.02,101.86,2.79,0.307,985.7,1.7,Warning,1,Oil temperature in warning range (90-105°C)
26.55,100.97,2.8,0.215,53.8,2.28,Warning,1,Oil temperature in warning range (90-105°C)
25.92,70.69,3,0.21,1737.3,1.2,Normal,0,None
68.02,72.54,2.92,0.187,874.5,2.33,Warning,1,Motor current in warning range (60-70A)
46.08,72.68,3.39,0.148,1418.8,2.93,Warning,1,Line pressure high warning (3.2-3.6 bar)
47.02,81.15,2.49,0.154,837.6,0.88,Warning,1,Line pressure low warning (2.4-2.8 bar)
40.19,71.33,3.22,0.172,1045.9,1.65,Normal,0,None
62.96,69.25,2.18,0.277,1224.6,6.7,Critical,2,Line pressure critically low (<2.4 bar)
52.93,86.74,3.2,0.177,1670.4,4.04,Normal,0,None
54.83,68.77,2.82,0.041,1537.7,0.37,Warning,1,Line pressure low warning (2.4-2.8 bar)
54.86,87.44,3.12,0.234,2058.2,3.7,Warning,1,Multiple parameters in warning range
48.97,86.74,3.18,0.152,1852.6,1.64,Normal,0,None
28.53,85.77,3.07,0.169,7.2,1.34,Normal,0,None
41.12,90.28,2.88,0.207,2572.2,2.32,Warning,1,Service interval warning (2000-3000 hrs)
37.26,70.14,2.98,0.176,345.8,2.97,Normal,0,None
34.6,102.77,3.17,0.515,4259.7,5.89,Critical,2,Service critical (>3000 hrs) - Service required
68.21,72.98,3.08,0.069,217.9,0.74,Warning,1,Motor current in warning range (60-70A)
56.72,69.14,2.97,0.215,2514.7,2.38,Warning,1,Service interval warning (2000-3000 hrs)
40.96,72.51,3.06,0.077,210.9,6.53,Warning,1,Vibration in warning range (4-7 mm/s)
62.47,63.87,3.14,0.077,814.2,3.43,Warning,1,Motor current in warning range (60-70A)
38.13,85.04,3.04,0.166,648.2,2.67,Normal,0,None
26.36,62.14,2.97,0.396,1272.4,3.81,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
65.09,87.12,2.84,0.142,658.9,1.83,Warning,1,Motor current in warning range (60-70A)
37.38,61.34,2.85,0.075,1015.8,6.88,Warning,1,Vibration in warning range (4-7 mm/s)
62.29,85.86,3.21,0.073,1843.2,0.19,Warning,1,Motor current in warning range (60-70A)
63.54,75.97,3.16,0.06,1354.2,0.28,Warning,1,Motor current in warning range (60-70A)
58.3,79.09,2.84,0.112,1006.4,0,Normal,0,None
69.42,95.97,2.7,0.504,636.8,9.62,Critical,2,Bearing/Alignment issue (High current + High vibration)
42.09,71.94,3.12,0.021,904.2,2.46,Normal,0,None
55.9,80.8,2.85,0.289,2749.6,2.7,Warning,1,Service interval warning (2000-3000 hrs)
68.51,71.25,2.07,0.055,380.1,3.41,Critical,2,Air leak/Airend wear (High current + Low pressure)
71.34,92.3,1.92,0.163,384.5,6.99,Critical,2,Air leak/Airend wear (High current + Low pressure)
29.11,83.85,3.11,0.672,3742.3,6.33,Critical,2,Service critical (>3000 hrs) - Service required
46,75.67,3,0.17,138.1,3.08,Normal,0,None
60.26,99.64,3.1,0.398,1626.3,4.37,Warning,1,Multiple parameters in warning range
55.68,77.03,3.07,0.056,610.3,3.26,Normal,0,None
47.13,86.87,2.82,0.19,2721.3,3.07,Warning,1,Service interval warning (2000-3000 hrs)
27.77,78.63,3.08,0.047,1706.2,1.34,Normal,0,None
48.38,76.91,3.21,0.085,1933.4,1.45,Normal,0,None
57.01,101.84,2.98,0.504,3686.7,6.55,Critical,2,Service critical (>3000 hrs) - Service required
2.52,81.69,2.73,0.04,2407.9,1.65,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
31.63,80.63,3.11,0.019,764.8,1.09,Normal,0,None
61.92,89.22,3.07,0.751,2605.2,4.45,Critical,2,Filter choked (ΔP >0.5 bar)
32.61,87.05,3.42,0.143,1537.6,3.46,Warning,1,Line pressure high warning (3.2-3.6 bar)
51.05,64.85,3.44,0.017,856.5,2.42,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.15,63.75,3.08,0.064,1073.4,1.55,Normal,0,None
42.16,66.56,2.83,0.062,896.4,3.25,Warning,1,Line pressure low warning (2.4-2.8 bar)
34.92,70.04,2.82,0.316,1512.3,3.65,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
55.62,66.91,3.03,0.043,1256.1,1.03,Normal,0,None
34.81,70.82,2.96,0.073,1591.7,0.9,Normal,0,None
40.99,76.36,2.99,0.355,1651.1,3.27,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.47,66.09,3.15,0.125,884,6.51,Warning,1,Vibration in warning range (4-7 mm/s)
44.33,83.31,3.07,0.157,2040.8,2.52,Warning,1,Service interval warning (2000-3000 hrs)
33.02,60.94,2.45,0.039,253.4,3.41,Warning,1,Line pressure low warning (2.4-2.8 bar)
56.04,78.82,2.9,0.014,1903.8,0.14,Normal,0,None
58.35,96.16,2.82,0.356,2039.1,5.84,Warning,1,Multiple parameters in warning range
34.09,62.94,3.09,0.183,2977.3,2.39,Warning,1,Service interval warning (2000-3000 hrs)
50.11,106.35,3.17,0.255,1043.7,3.37,Warning,1,Oil temperature in warning range (90-105°C)
39.55,60.96,3.12,0.149,712.6,0.05,Normal,0,None
56.49,100.63,2.86,0.311,1883.8,4.87,Warning,1,Multiple parameters in warning range
32.81,65.5,2.93,0.016,1509.1,2.7,Normal,0,None
50.25,99.99,2.79,0.286,463.2,1.63,Warning,1,Oil temperature in warning range (90-105°C)
31.54,66.55,2.57,0.009,1185.5,1.21,Warning,1,Line pressure low warning (2.4-2.8 bar)
74.2,71.93,2.91,0.474,2040.5,3.91,Critical,2,Motor current critical (>70A)
27.54,61.01,2.78,0.019,546.4,2.42,Normal,0,None
37.26,79.06,3.14,0.092,249.2,1.76,Normal,0,None
68.52,97.21,3.38,0.279,2155.9,3.57,Warning,1,Multiple parameters in warning range
25.71,78.04,2.96,0.18,1887.8,0.98,Normal,0,None
50.85,75.25,2.85,0.129,698.6,3.03,Normal,0,None
45.32,60.19,2.95,0.043,1969.1,1.81,Normal,0,None
51.31,71.74,2.96,0.143,1586.4,5.29,Warning,1,Vibration in warning range (4-7 mm/s)
37.78,62.88,2.92,0.144,1734.9,3.62,Normal,0,None
67.62,64.17,2.94,0.056,913.4,1.24,Warning,1,Motor current in warning range (60-70A)
55.51,79.47,2.82,0.162,2555.5,4.12,Warning,1,Service interval warning (2000-3000 hrs)
49.11,99.64,3.22,0.669,290.4,0.31,Critical,2,Filter choked (ΔP >0.5 bar)
49.46,105.68,3.49,0.341,1581.9,4.41,Critical,2,Oil temperature critical (>105°C)
64.31,95.06,2.55,0.334,1773.2,6.07,Warning,1,Multiple parameters in warning range
51.49,74.08,2.88,0.169,2771.6,3,Warning,1,Service interval warning (2000-3000 hrs)
51.66,65.37,3.12,0.379,1363.4,3.43,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
25.17,79.8,2.82,0.036,1073.8,0.44,Normal,0,None
67.67,90.16,2.62,0.113,729.6,7.37,Critical,2,Vibration critical (>7 mm/s)
48.24,61.68,3.05,0.223,2008.9,2.91,Warning,1,Service interval warning (2000-3000 hrs)
30.51,60.05,2.59,0.165,383.1,3.26,Warning,1,Line pressure low warning (2.4-2.8 bar)
46.37,83.58,3.1,0.099,485.5,6.57,Warning,1,Vibration in warning range (4-7 mm/s)
39.89,92.86,3.01,0.146,687.3,3.82,Warning,1,Oil temperature in warning range (90-105°C)
32.98,84.99,3.46,0.068,82.1,0.46,Warning,1,Line pressure high warning (3.2-3.6 bar)
66.28,81.34,2.96,0.136,1791.3,1.38,Warning,1,Motor current in warning range (60-70A)
36.51,82.99,2.46,0.19,522.5,1.31,Warning,1,Line pressure low warning (2.4-2.8 bar)
46.66,63.6,3.07,0.262,1452.3,0.9,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
55.87,96.96,3.24,0.39,1706.5,5.3,Warning,1,Multiple parameters in warning range
57.67,73.7,2.65,0.075,2217.8,9.32,Critical,2,Vibration critical (>7 mm/s)
46.07,60.51,2.92,0.029,908.6,0.21,Normal,0,None
39.9,60.92,3.17,0.08,466.1,1.56,Normal,0,None
34.13,86.21,3.36,0.134,1494.4,2.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
55.3,99.15,2.58,0.359,2248.8,5.18,Warning,1,Multiple parameters in warning range
65.66,99.37,2.14,0.06,2856,5.31,Critical,2,Line pressure critically low (<2.4 bar)
70.09,105.64,1.96,0.426,1866.7,3.23,Critical,2,Air leak/Airend wear (High current + Low pressure)
59.47,62.78,3.04,0.093,420.3,3.07,Warning,1,Motor current in warning range (60-70A)
29.97,87.35,2.52,0.071,1750.6,1.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
42.54,74.33,3.19,0.111,1074,4.86,Warning,1,Vibration in warning range (4-7 mm/s)
38.37,66.59,2.82,0.171,725.1,3.61,Normal,0,None
44.64,61.8,3.2,0.25,2310,4.22,Warning,1,Service interval warning (2000-3000 hrs)
44.16,76.99,2.83,0.486,1586,2.43,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
68.74,70.44,2.97,0.071,1277.9,0.91,Warning,1,Motor current in warning range (60-70A)
60.57,72.82,2.94,0.107,1073,1.84,Warning,1,Motor current in warning range (60-70A)
25.03,66,2.99,0.171,1351.1,3.02,Normal,0,None
50.98,67.48,2.64,0.153,1035.3,3.53,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.51,89.58,2.9,0.155,1599.4,3.77,Normal,0,None
37.98,73.49,2.53,0.164,809.9,3.21,Warning,1,Line pressure low warning (2.4-2.8 bar)
34.34,62.46,2.9,0.159,1397.6,0.68,Normal,0,None
56.29,66.05,3.09,0.011,749,1.59,Normal,0,None
38.19,90.67,2.92,0.147,114.9,1.51,Warning,1,Oil temperature in warning range (90-105°C)
32.77,66.87,3.05,0.125,839.2,1.19,Normal,0,None
44.68,62.32,2.88,0.196,1285.7,4.04,Normal,0,None
36.88,69.39,2.73,0.737,2875.6,6.1,Critical,2,Filter choked (ΔP >0.5 bar)
58.41,88.29,2.74,0.324,2082,4.09,Warning,1,Multiple parameters in warning range
53.06,83.4,3.03,0.036,693.4,3.29,Normal,0,None
42.26,71.7,3.04,0.176,1890.6,1.12,Normal,0,None
36.21,60.6,2.85,0.365,1927.4,2.89,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.75,77.44,3.04,0.042,1289.2,0.87,Normal,0,None
61.08,87.49,3.19,0.188,2389.4,3.54,Warning,1,Multiple parameters in warning range
33.53,69.04,2.95,0.192,279.6,1.19,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
71.34,81.85,2.64,0.108,1900.9,1.53,Critical,2,Motor current critical (>70A)
30.52,73.91,2.93,0.164,937.8,1.08,Normal,0,None
43.51,75.28,2.95,0.11,911.2,2.1,Normal,0,None
40.97,67.35,2.87,0.146,1995.2,0.48,Normal,0,None
53.68,86.77,2.79,0.1,826.7,2.29,Warning,1,Line pressure low warning (2.4-2.8 bar)
42.43,64.08,3.1,0.266,2089.8,4.61,Warning,1,Service interval warning (2000-3000 hrs)
38.95,89.96,3.08,0.109,85.7,2.96,Normal,0,None
33.59,65.99,3.1,0.449,1584.5,2.56,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
52.56,73.41,2.85,0.198,894.1,3.23,Normal,0,None
64.68,64.02,3.04,0.069,647,0.32,Warning,1,Motor current in warning range (60-70A)
52.69,72.27,2.86,0.196,1125.6,1.51,Normal,0,None
50.9,89.04,2.97,0.042,1001.4,3.91,Normal,0,None
72.6,104.41,2.08,0.06,2917.1,2.97,Critical,2,Air leak/Airend wear (High current + Low pressure)
66.46,61.66,2.1,0.373,82.1,2.09,Critical,2,Line pressure critically low (<2.4 bar)
43.88,65.37,3.14,0.091,603.3,5.69,Warning,1,Vibration in warning range (4-7 mm/s)
33.13,96.77,2.85,0.185,485.1,1.75,Warning,1,Oil temperature in warning range (90-105°C)
50.54,68.68,3.08,0.097,537.8,1.32,Normal,0,None
45.98,77.39,3.05,0.147,1096.5,6.47,Warning,1,Vibration in warning range (4-7 mm/s)
25.24,85.33,3.14,0.006,1808.6,1.8,Normal,0,None
43.52,79.44,2.98,0.174,636.4,0.97,Normal,0,None
43.79,66.84,3.05,0.37,414.3,2.32,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
32.61,63.36,2.86,0.123,1144.9,2.43,Normal,0,None
51.31,75.53,3.09,0.313,1226.2,2.51,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
55.46,67.38,3.09,0.102,951.3,0.56,Normal,0,None
70.33,100.71,2.78,0.075,2622.6,6.96,Critical,2,Motor current critical (>70A)
26.05,79.56,3.09,0.071,1837.5,2.24,Normal,0,None
28.88,71.04,3.2,0.016,1451.7,3.93,Normal,0,None
52.95,104.76,3.17,0.228,476.3,0,Warning,1,Oil temperature in warning range (90-105°C)
43.03,85.37,2.84,0.18,572.4,2.47,Normal,0,None
62.95,63.85,3.7,0.012,913.6,1.65,Critical,2,Line pressure critically high (>3.6 bar)
55.75,88.6,3.01,0.171,224.1,0.44,Normal,0,None
42.51,70.7,3.02,0.369,128.4,1.02,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
52.13,65.64,3.58,0.077,1122.3,3.15,Warning,1,Line pressure high warning (3.2-3.6 bar)
6.83,80.12,2.67,0.066,1580.9,0.41,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
46.12,90.72,2.92,0.162,2679.7,4.31,Warning,1,Service interval warning (2000-3000 hrs)
59.28,61.59,2.98,0.155,342.5,1.96,Normal,0,None
48.75,71.11,2.85,0.363,297.9,2.08,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.96,85.12,2.84,0.012,235.2,1.29,Normal,0,None
32.55,73.5,2.85,0.424,1520.5,0.23,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
33.91,75.55,2.91,0.135,10,2.61,Normal,0,None
59,80.58,3.01,0.17,850.8,5.32,Warning,1,Vibration in warning range (4-7 mm/s)
65.61,87.49,2.87,0.033,1652.1,1.97,Warning,1,Motor current in warning range (60-70A)
